"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WETUMPKA","AL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MOULTON","AL"
"1","HISTORIC PRESERVATION","KILLEN","AL"
"1","HISTORIC PRESERVATION","VERNON","AL"
"1","HISTORIC PRESERVATION","LANETT","AL"
"1","HISTORIC PRESERVATION","MOULTON","AL"
"2","HISTORIC PRESERVATION","LEEDS","AL"
"1","HISTORIC PRESERVATION","LOACHAPOKA","AL"
"1","HISTORIC PRESERVATION","HAMILTON","AL"
"1","NATURAL HISTORY MUSEUM","MOBILE","AL"
"1","GENERAL MUSEUM","MONROEVILLE","AL"
"1","HISTORIC PRESERVATION","DANVILLE","AL"
"2","GENERAL MUSEUM","TUSCALOOSA","AL"
"1","HISTORIC PRESERVATION","MARION","AL"
"1","HISTORIC PRESERVATION","CARROLLTON","AL"
"1","GENERAL MUSEUM","SPRINGVILLE","AL"
"1","HISTORIC PRESERVATION","ODENVILLE","AL"
"2","HISTORIC PRESERVATION","BESSEMER","AL"
"1","GENERAL MUSEUM","LEEDS","AL"
"1","GENERAL MUSEUM","FLORENCE","AL"
"1","ART MUSEUM","DOTHAN","AL"
"1","HISTORIC PRESERVATION","ALTUS","AR"
"3","GENERAL MUSEUM","HELENA","AR"
"1","HISTORIC PRESERVATION","MAYFLOWER","AR"
"1","GENERAL MUSEUM","MONTICELLO","AR"
"2","HISTORIC PRESERVATION","PARIS","AR"
"2","GENERAL MUSEUM","SMACKOVER","AR"
"2","HISTORIC PRESERVATION","GILLETT","AR"
"12","GENERAL MUSEUM","LITTLE ROCK","AR"
"1","ART MUSEUM","SILOAM SPRINGS","AR"
"4","HISTORIC PRESERVATION","BENTONVILLE","AR"
"1","GENERAL MUSEUM","JASPER","AR"
"1","HISTORIC PRESERVATION","CANEHILL","AR"
"1","HISTORIC PRESERVATION","BERRYVILLE","AR"
"5","GENERAL MUSEUM","FORT SMITH","AR"
"1","CHILDREN'S MUSEUM","LITTLE ROCK","AR"
"1","HISTORIC PRESERVATION","HEBER SPRINGS","AR"
"1","HISTORIC PRESERVATION","ALMA","AR"
"1","GENERAL MUSEUM","EARLE","AR"
"1","HISTORIC PRESERVATION","WYNNE","AR"
"1","HISTORIC PRESERVATION","CROSSETT","AR"
"1","ART MUSEUM","BENTONVILLE","AR"
"1","GENERAL MUSEUM","DUMAS","AR"
"1","HISTORY MUSEUM","POCAHONTAS","AR"
"1","GENERAL MUSEUM","CONWAY","AR"
"1","ART MUSEUM","EUREKA SPRING","AR"
"3","HISTORIC PRESERVATION","HOT SPRINGS","AR"
"1","GENERAL MUSEUM","MAMMOTH SPRING","AR"
"1","GENERAL MUSEUM","ASHDOWN","AR"
"2","HISTORIC PRESERVATION","GURDON","AR"
"1","GENERAL MUSEUM","WILSON","AR"
"1","HISTORY MUSEUM","MOUNT IDA","AR"
"1","CHILDREN'S MUSEUM","NASHVILLE","AR"
"2","GENERAL MUSEUM","POCAHONTAS","AR"
"1","ART MUSEUM","WALNUT RIDGE","AR"
"1","HISTORIC PRESERVATION","BARLING","AR"
"1","GENERAL MUSEUM","MARIANNA","AR"
"1","HISTORIC PRESERVATION","YELLVILLE","AR"
"1","GENERAL MUSEUM","MARKED TREE","AR"
"1","GENERAL MUSEUM","CAMDEN","AR"
"2","HISTORIC PRESERVATION","JASPER","AR"
"1","GENERAL MUSEUM","LAKE VILLAGE","AR"
"1","ART MUSEUM","HOT SPRINGS","AR"
"1","GENERAL MUSEUM","PRESCOTT","AR"
"1","HISTORIC PRESERVATION","NORMAN","AR"
"2","HISTORIC PRESERVATION","ROGERS","AR"
"2","HISTORIC PRESERVATION","PEA RIDGE","AR"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MORRILTON","AR"
"1","HISTORIC PRESERVATION","JACKSONVILLE","AR"
"1","HISTORY MUSEUM","VAN BUREN","AR"
"1","HISTORIC PRESERVATION","BENTON","AR"
"1","HISTORIC PRESERVATION","HELENA","AR"
"1","HISTORIC PRESERVATION","EL DORADO","AR"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CONWAY","AR"
"1","GENERAL MUSEUM","WALNUT RIDGE","AR"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LITTLE ROCK","AR"
"1","GENERAL MUSEUM","WINSLOW","AR"
"1","HISTORIC PRESERVATION","DARDANELLE","AR"
"5","GENERAL MUSEUM","GLENDALE","AZ"
"13","ART MUSEUM","PHOENIX","AZ"
"1","GENERAL MUSEUM","MOHAVE VALLEY","AZ"
"1","GENERAL MUSEUM","TUBAC","AZ"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TEMPE","AZ"
"1","GENERAL MUSEUM","PINE","AZ"
"5","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PHOENIX","AZ"
"5","HISTORIC PRESERVATION","YUMA","AZ"
"2","HISTORIC PRESERVATION","MARICOPA","AZ"
"19","GENERAL MUSEUM","TUCSON","AZ"
"1","HISTORY MUSEUM","PRESCOTT","AZ"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","TEMPE","AZ"
"1","GENERAL MUSEUM","DOUGLAS","AZ"
"4","ART MUSEUM","FLAGSTAFF","AZ"
"1","HISTORIC PRESERVATION","BOUSE","AZ"
"1","GENERAL MUSEUM","GREER","AZ"
"1","HISTORIC PRESERVATION","CHINLE","AZ"
"1","ART MUSEUM","CASA GRANDE","AZ"
"2","HISTORIC PRESERVATION","MARANA","AZ"
"3","GENERAL MUSEUM","YUMA","AZ"
"2","HISTORIC PRESERVATION","WILLCOX","AZ"
"1","HISTORIC PRESERVATION","BULLHEAD CITY","AZ"
"1","GENERAL MUSEUM","WHITERIVER","AZ"
"2","HISTORIC PRESERVATION","GILBERT","AZ"
"6","HISTORIC PRESERVATION","KINGMAN","AZ"
"1","HISTORY MUSEUM","TUCSON","AZ"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WINSLOW","AZ"
"1","HISTORIC PRESERVATION","GANADO","AZ"
"2","HISTORIC PRESERVATION","JEROME","AZ"
"1","GENERAL MUSEUM","PAGE","AZ"
"1","HISTORY MUSEUM","SUN CITY","AZ"
"1","GENERAL MUSEUM","FREDONIA","AZ"
"2","HISTORIC PRESERVATION","LITCHFIELD PARK","AZ"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","FLAGSTAFF","AZ"
"1","HISTORIC PRESERVATION","MAMMOTH","AZ"
"4","HISTORIC PRESERVATION","PRESCOTT","AZ"
"1","HISTORIC PRESERVATION","HOLBROOK","AZ"
"1","GENERAL MUSEUM","TSAILE","AZ"
"2","GENERAL MUSEUM","TOMBSTONE","AZ"
"1","HISTORIC PRESERVATION","LAKESIDE","AZ"
"1","GENERAL MUSEUM","PAYSON","AZ"
"1","HISTORIC PRESERVATION","CORTARO","AZ"
"1","HISTORIC PRESERVATION","SAN MANUEL","AZ"
"1","HISTORY MUSEUM","ARIZONA CITY","AZ"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","FOUNTAIN HILLS","AZ"
"1","ART MUSEUM","SEDONA","AZ"
"1","HISTORIC PRESERVATION","SELIGMAN","AZ"
"2","GENERAL MUSEUM","PRESCOTT","AZ"
"1","CHILDREN'S MUSEUM","PRESCOTT","AZ"
"1","HISTORIC PRESERVATION","CAVE CREEK","AZ"
"1","GENERAL MUSEUM","QUARTZSITE","AZ"
"1","ART MUSEUM","PARADISE VLY","AZ"
"1","HISTORIC PRESERVATION","VAIL","AZ"
"1","ART MUSEUM","PEORIA","AZ"
"1","HISTORY MUSEUM","QUARTZSITE","AZ"
"6","HISTORIC PRESERVATION","SANTA ANA","CA"
"10","GENERAL MUSEUM","PASADENA","CA"
"1","GENERAL MUSEUM","MISSION VIEJO","CA"
"2","GENERAL MUSEUM","MCCLELLAN","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","HAYWARD","CA"
"1","NATURAL HISTORY MUSEUM","VENTURA","CA"
"4","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SAN FRANCISCO","CA"
"1","GENERAL MUSEUM","MARKLEEVILLE","CA"
"3","HISTORIC PRESERVATION","PLEASANTON","CA"
"1","GENERAL MUSEUM","GRASS VALLEY","CA"
"4","HISTORIC PRESERVATION","VENTURA","CA"
"14","GENERAL MUSEUM","SACRAMENTO","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","LONG BEACH","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FRESNO","CA"
"1","ART MUSEUM","NORTHRIDGE","CA"
"2","ART MUSEUM","SANTA YNEZ","CA"
"5","ART MUSEUM","BERKELEY","CA"
"1","HISTORIC PRESERVATION","ATWATER","CA"
"1","HISTORIC PRESERVATION","LOS ALAMITOS","CA"
"1","HISTORIC PRESERVATION","PORT HUENEME","CA"
"4","NATURAL HISTORY MUSEUM","SAN FRANCISCO","CA"
"5","GENERAL MUSEUM","IRVINE","CA"
"4","ART MUSEUM","FULLERTON","CA"
"8","HISTORIC PRESERVATION","BERKELEY","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BEVERLY HILL","CA"
"3","HISTORIC PRESERVATION","BEVERLY HILLS","CA"
"1","HISTORIC PRESERVATION","BIG BEAR CITY","CA"
"1","HISTORIC PRESERVATION","WRIGHTWOOD","CA"
"1","HISTORIC PRESERVATION","BIG SUR","CA"
"1","GENERAL MUSEUM","FELTON","CA"
"2","HISTORIC PRESERVATION","PALM SPRINGS","CA"
"7","ART MUSEUM","DAVIS","CA"
"1","GENERAL MUSEUM","BOLINAS","CA"
"2","HISTORIC PRESERVATION","TUJUNGA","CA"
"1","GENERAL MUSEUM","BONITA","CA"
"13","HISTORIC PRESERVATION","SAN JOSE","CA"
"1","GENERAL MUSEUM","BURBANK","CA"
"1","GENERAL MUSEUM","BURLINGAME","CA"
"4","HISTORIC PRESERVATION","BAKERSFIELD","CA"
"1","ART MUSEUM","OROVILLE","CA"
"3","HISTORIC PRESERVATION","TRUCKEE","CA"
"7","GENERAL MUSEUM","DAVIS","CA"
"1","GENERAL MUSEUM","DESERT HOT SP","CA"
"2","GENERAL MUSEUM","DESERT HOT SPRINGS","CA"
"1","ART MUSEUM","APTOS","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SAN PEDRO","CA"
"1","GENERAL MUSEUM","SAN ANDREAS","CA"
"6","HISTORIC PRESERVATION","REDLANDS","CA"
"2","ART MUSEUM","CALEXICO","CA"
"2","HISTORY MUSEUM","MARYSVILLE","CA"
"1","HISTORIC PRESERVATION","CAPO BEACH","CA"
"3","HISTORY MUSEUM","SANTA MONICA","CA"
"2","HISTORIC PRESERVATION","CUPERTINO","CA"
"4","HISTORY MUSEUM","SACRAMENTO","CA"
"2","NATURAL HISTORY MUSEUM","FREMONT","CA"
"2","GENERAL MUSEUM","WEST SACRAMENTO","CA"
"1","HISTORY MUSEUM","CAMP ROBERTS","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","DUARTE","CA"
"1","HISTORIC PRESERVATION","CARPINTERIA","CA"
"1","CHILDREN'S MUSEUM","SIMI VALLEY","CA"
"1","HISTORIC PRESERVATION","CASTROVILLE","CA"
"1","HISTORIC PRESERVATION","CATHEDRAL CITY","CA"
"6","GENERAL MUSEUM","CULVER CITY","CA"
"4","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SANTA CRUZ","CA"
"1","GENERAL MUSEUM","CARMEL","CA"
"6","HISTORIC PRESERVATION","SANTA CLARA","CA"
"2","GENERAL MUSEUM","SAN LUIS OBISPO","CA"
"2","ART MUSEUM","HAYWARD","CA"
"2","CHILDREN'S MUSEUM","OAKLAND","CA"
"2","ART MUSEUM","RANCHO CUCAMONGA","CA"
"1","ART MUSEUM","YUCAIPA","CA"
"1","GENERAL MUSEUM","CHESTER","CA"
"1","HISTORY MUSEUM","CHICO","CA"
"1","CHILDREN'S MUSEUM","CARLSBAD","CA"
"1","CHILDREN'S MUSEUM","ENCINITAS","CA"
"1","ART MUSEUM","FOUNTAIN VALLEY","CA"
"1","CHILDREN'S MUSEUM","LA HABRA","CA"
"2","CHILDREN'S MUSEUM","VISALIA","CA"
"1","CHILDREN'S MUSEUM","HANFORD","CA"
"1","HISTORIC PRESERVATION","LOS ALTOS","CA"
"2","HISTORIC PRESERVATION","RIDGECREST","CA"
"1","GENERAL MUSEUM","SUNNYVALE","CA"
"1","CHILDREN'S MUSEUM","CHINO","CA"
"2","GENERAL MUSEUM","SOUTH PASADEN","CA"
"2","HISTORIC PRESERVATION","REDONDO BEACH","CA"
"7","GENERAL MUSEUM","RIVERSIDE","CA"
"2","HISTORY MUSEUM","RIVERSIDE","CA"
"3","HISTORY MUSEUM","SAN JOSE","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","STOCKTON","CA"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CLOVIS","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SAN SIMEON","CA"
"1","ART MUSEUM","SANTA CLARITA","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PALM SPRINGS","CA"
"1","HISTORY MUSEUM","CHESTER","CA"
"2","GENERAL MUSEUM","COLTON","CA"
"2","GENERAL MUSEUM","CAMARILLO","CA"
"2","HISTORIC PRESERVATION","YUBA CITY","CA"
"2","GENERAL MUSEUM","YUBA CITY","CA"
"2","HISTORIC PRESERVATION","CONCORD","CA"
"2","HISTORIC PRESERVATION","NEWBURY PARK","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SONOMA","CA"
"3","HISTORIC PRESERVATION","MILL VALLEY","CA"
"1","GENERAL MUSEUM","CARLSBAD","CA"
"2","GENERAL MUSEUM","SANTA MARIA","CA"
"1","ART MUSEUM","CYPRESS","CA"
"1","HISTORIC PRESERVATION","DAGGETT","CA"
"1","HISTORIC PRESERVATION","NIPOMO","CA"
"2","HISTORIC PRESERVATION","SELMA","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OAKLEY","CA"
"1","GENERAL MUSEUM","SONOMA","CA"
"4","GENERAL MUSEUM","BARSTOW","CA"
"1","GENERAL MUSEUM","THOUSAND OAKS","CA"
"4","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SANTA ANA","CA"
"1","GENERAL MUSEUM","SHERMAN OAKS","CA"
"1","HISTORY MUSEUM","BELMONT","CA"
"2","HISTORIC PRESERVATION","DOWNEY","CA"
"1","HISTORIC PRESERVATION","MONTEREY PARK","CA"
"1","HISTORIC PRESERVATION","FULLERTON","CA"
"1","HISTORIC PRESERVATION","DUBLIN","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LONG BEACH","CA"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","OAKLAND","CA"
"1","HISTORIC PRESERVATION","PRATHER","CA"
"1","HISTORIC PRESERVATION","BEAR VALLEY","CA"
"1","HISTORIC PRESERVATION","TAHOMA","CA"
"1","GENERAL MUSEUM","ALBION","CA"
"2","HISTORIC PRESERVATION","ELK GROVE","CA"
"3","HISTORIC PRESERVATION","ROSEVILLE","CA"
"1","GENERAL MUSEUM","FAIR OAKS","CA"
"1","HISTORY MUSEUM","CORONA","CA"
"1","CHILDREN'S MUSEUM","HEMET","CA"
"1","GENERAL MUSEUM","FORESTHILL","CA"
"1","HISTORIC PRESERVATION","FORESTVILLE","CA"
"1","HISTORIC PRESERVATION","FALL RIVER MILLS","CA"
"1","GENERAL MUSEUM","FALL RIVER MILLS","CA"
"2","HISTORIC PRESERVATION","LAKE FOREST","CA"
"1","HISTORIC PRESERVATION","MARINA","CA"
"2","HISTORY MUSEUM","PLEASANTON","CA"
"1","ART MUSEUM","ALISO VIEJO","CA"
"2","CHILDREN'S MUSEUM","FREMONT","CA"
"1","GENERAL MUSEUM","CAPITOLA","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FULLERTON","CA"
"4","ART MUSEUM","SAN BERNARDINO","CA"
"1","HISTORY MUSEUM","IRVINE","CA"
"1","ART MUSEUM","POINT REYES S","CA"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CHICO","CA"
"3","GENERAL MUSEUM","RED BLUFF","CA"
"1","GENERAL MUSEUM","MONROVIA","CA"
"1","HISTORIC PRESERVATION","MONTCLAIR","CA"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SANTA BARBARA","CA"
"2","HISTORIC PRESERVATION","GLEN ELLEN","CA"
"1","HISTORIC PRESERVATION","GLENDORA","CA"
"2","GENERAL MUSEUM","PARADISE","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SAN FRANCISCO CA 94123","CA"
"2","GENERAL MUSEUM","UKIAH","CA"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MODESTO","CA"
"2","HISTORIC PRESERVATION","LA CRESCENTA","CA"
"1","GENERAL MUSEUM","SUISUN CITY","CA"
"1","GENERAL MUSEUM","GREENVILLE","CA"
"6","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","LOS ANGELES","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SAN JOSE","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SEBASTOPOL","CA"
"1","GENERAL MUSEUM","ANZA","CA"
"1","HISTORIC PRESERVATION","NORWALK","CA"
"2","HISTORIC PRESERVATION","HEALDSBURG","CA"
"1","GENERAL MUSEUM","MADERA","CA"
"2","HISTORIC PRESERVATION","NEWHALL","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OCEANSIDE","CA"
"1","HISTORIC PRESERVATION","PACIFIC GROVE","CA"
"1","HISTORIC PRESERVATION","S EL MONTE","CA"
"1","HISTORIC PRESERVATION","EL SEGUNDO","CA"
"1","HISTORIC PRESERVATION","GREENFIELD","CA"
"1","GENERAL MUSEUM","VALLEJO","CA"
"2","HISTORIC PRESERVATION","SAUSALITO","CA"
"2","HISTORIC PRESERVATION","LA VERNE","CA"
"1","HISTORIC PRESERVATION","LATHROP","CA"
"1","HISTORIC PRESERVATION","RANCHO MIRAGE","CA"
"3","ART MUSEUM","ARCATA","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","ARCATA","CA"
"1","HISTORY MUSEUM","WEST COVINA","CA"
"1","GENERAL MUSEUM","LAKE ISABELLA","CA"
"1","ART MUSEUM","INGLEWOOD","CA"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","LA JOLLA","CA"
"1","GENERAL MUSEUM","HUNTINGTN BCH","CA"
"1","HISTORIC PRESERVATION","ISLETON","CA"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","GLEN ELLEN","CA"
"2","GENERAL MUSEUM","FAIRFIELD","CA"
"2","HISTORIC PRESERVATION","ORINDA","CA"
"4","ART MUSEUM","OAKLAND","CA"
"2","CHILDREN'S MUSEUM","PASADENA","CA"
"1","CHILDREN'S MUSEUM","TRUCKEE","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","REDLANDS","CA"
"2","HISTORIC PRESERVATION","HANFORD","CA"
"4","HISTORIC PRESERVATION","LAKEPORT","CA"
"1","GENERAL MUSEUM","LAKEPORT","CA"
"2","HISTORIC PRESERVATION","LAKE ELSINORE","CA"
"1","HISTORY MUSEUM","COTTONWOOD","CA"
"1","HISTORIC PRESERVATION","SEAL BEACH","CA"
"1","ART MUSEUM","BRENTWOOD","CA"
"1","HISTORIC PRESERVATION","LEMOORE","CA"
"1","HISTORIC PRESERVATION","LOWER LAKE","CA"
"1","ART MUSEUM","ENCINITAS","CA"
"1","GENERAL MUSEUM","TUSTIN","CA"
"1","GENERAL MUSEUM","MILL VALLEY","CA"
"1","HISTORIC PRESERVATION","MARINA DEL REY","CA"
"1","GENERAL MUSEUM","CAMP PENDLETON NORTH","CA"
"3","HISTORIC PRESERVATION","SANTA MONICA","CA"
"1","HISTORIC PRESERVATION","MCCLOUD","CA"
"2","HISTORIC PRESERVATION","MODESTO","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FORT BRAGG","CA"
"1","ART MUSEUM","UKIAH","CA"
"2","HISTORIC PRESERVATION","MENLO PARK","CA"
"3","HISTORIC PRESERVATION","SAN MARINO","CA"
"1","HISTORIC PRESERVATION","MILLBRAE","CA"
"1","HISTORIC PRESERVATION","SAN JUAN CAPISTRANO","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","HESPERIA","CA"
"1","HISTORIC PRESERVATION","MOJAVE","CA"
"1","HISTORIC PRESERVATION","LEE VINING","CA"
"1","NATURAL HISTORY MUSEUM","MARINA","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SALINAS","CA"
"1","HISTORIC PRESERVATION","RANCHITA","CA"
"1","ART MUSEUM","MOORPARK","CA"
"3","HISTORIC PRESERVATION","MORGAN HILL","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MORRO BAY","CA"
"1","GENERAL MUSEUM","CAMPO","CA"
"1","GENERAL MUSEUM","TAYLORSVILLE","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","WALNUT","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","FALLBROOK","CA"
"2","GENERAL MUSEUM","PACIFIC GROVE","CA"
"1","ART MUSEUM","PENN VALLEY","CA"
"2","GENERAL MUSEUM","ONTARIO","CA"
"1","NATURAL HISTORY MUSEUM","PASO ROBLES","CA"
"1","GENERAL MUSEUM","WOODLAND HLS","CA"
"1","NATURAL HISTORY MUSEUM","DAVIS","CA"
"2","GENERAL MUSEUM","CALISTOGA","CA"
"1","GENERAL MUSEUM","SYLMAR","CA"
"1","CHILDREN'S MUSEUM","SAN DIEGO","CA"
"2","HISTORIC PRESERVATION","SANTA CRUZ","CA"
"1","HISTORIC PRESERVATION","NEWCASTLE","CA"
"1","GENERAL MUSEUM","NEWMAN","CA"
"2","GENERAL MUSEUM","GLENDORA","CA"
"1","GENERAL MUSEUM","SUNOL","CA"
"1","HISTORY MUSEUM","FREMONT","CA"
"1","HISTORIC PRESERVATION","NORCO","CA"
"1","HISTORIC PRESERVATION","NORTH FORK","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","WASCO","CA"
"1","HISTORY MUSEUM","NOVATO","CA"
"1","HISTORY MUSEUM","YUCAIPA","CA"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","STOCKTON","CA"
"2","HISTORIC PRESERVATION","THOUSAND OAKS","CA"
"1","HISTORIC PRESERVATION","OCEANSIDE","CA"
"1","ART MUSEUM","ONTARIO","CA"
"1","HISTORIC PRESERVATION","SUNOL","CA"
"1","GENERAL MUSEUM","FREEMONT","CA"
"1","HISTORIC PRESERVATION","PATTERSON","CA"
"1","ART MUSEUM","RIDGECREST","CA"
"2","ART MUSEUM","BELMONT","CA"
"1","HISTORY MUSEUM","PENNGROVE","CA"
"1","HISTORIC PRESERVATION","SAN RAFAEL","CA"
"1","ART MUSEUM","REDLANDS","CA"
"1","HISTORIC PRESERVATION","MURRIETA","CA"
"1","HISTORIC PRESERVATION","SAN SIMEON","CA"
"1","HISTORIC PRESERVATION","OXNARD","CA"
"1","HISTORIC PRESERVATION","BOWMAN","CA"
"1","ART MUSEUM","BEL AIR","CA"
"1","HISTORY MUSEUM","EL CERRITO","CA"
"1","HISTORIC PRESERVATION","PLEASANT HILL","CA"
"2","HISTORY MUSEUM","QUINCY","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","POINT REYES STATION","CA"
"2","HISTORIC PRESERVATION","SAN LUIS OBISPO","CA"
"1","HISTORY MUSEUM","PORTERVILLE","CA"
"1","HISTORY MUSEUM","COALINGA","CA"
"1","GENERAL MUSEUM","CITY OF VISTA","CA"
"1","GENERAL MUSEUM","KEENE","CA"
"1","ART MUSEUM","ANGWIN","CA"
"1","GENERAL MUSEUM","RAYMOND","CA"
"1","HISTORIC PRESERVATION","REEDLEY","CA"
"1","HISTORIC PRESERVATION","SHERMAN OAKS","CA"
"2","GENERAL MUSEUM","YORBA LINDA","CA"
"1","HISTORY MUSEUM","400 NEVIN AVE","CA"
"1","GENERAL MUSEUM","FRAZIER PARK","CA"
"1","HISTORY MUSEUM","RIO VISTA","CA"
"2","ART MUSEUM","SANTA ROSA","CA"
"1","GENERAL MUSEUM","ST HELENA","CA"
"1","GENERAL MUSEUM","AROMAS","CA"
"1","HISTORIC PRESERVATION","ROHNERT PARK","CA"
"1","HISTORIC PRESERVATION","ANGELS CAMP","CA"
"1","GENERAL MUSEUM","QUARTZ HILL","CA"
"1","CHILDREN'S MUSEUM","RED BLUFF","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SANTA ROSA","CA"
"1","HISTORY MUSEUM","MECCA","CA"
"1","NATURAL HISTORY MUSEUM","SANTA MARIA","CA"
"1","HISTORIC PRESERVATION","SAN ANSELMO","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ENCINITAS","CA"
"1","HISTORIC PRESERVATION","SOUTH SAN FRANCISCO","CA"
"1","HISTORIC PRESERVATION","BRISBANE","CA"
"1","HISTORIC PRESERVATION","STOCKTON","CA"
"3","HISTORIC PRESERVATION","YORBA LINDA","CA"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SANTA BARBARA","CA"
"1","HISTORIC PRESERVATION","FILLMORE","CA"
"1","HISTORIC PRESERVATION","FREEDOM","CA"
"1","HISTORIC PRESERVATION","SANTA MARGARITA","CA"
"2","GENERAL MUSEUM","SANTA MONICA","CA"
"2","HISTORIC PRESERVATION","SANTA PAULA","CA"
"1","HISTORY MUSEUM","WESTMINSTER","CA"
"1","HISTORIC PRESERVATION","TRONA","CA"
"1","HISTORIC PRESERVATION","SHAFTER","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CORONA DEL MAR","CA"
"1","HISTORIC PRESERVATION","SHINGLETOWN","CA"
"1","HISTORIC PRESERVATION","SATTLEY","CA"
"1","NATURAL HISTORY MUSEUM","BLAIRSDEN","CA"
"1","HISTORIC PRESERVATION","SIGNAL HILL","CA"
"1","HISTORIC PRESERVATION","SIMI VALLEY","CA"
"2","HISTORIC PRESERVATION","YREKA","CA"
"1","ART MUSEUM","SAN BRUNO","CA"
"1","CHILDREN'S MUSEUM","CHULA VISTA","CA"
"1","HISTORY MUSEUM","OROVILLE","CA"
"1","HISTORIC PRESERVATION","SOUTH PASADENA","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CHULA VISTA","CA"
"1","HISTORIC PRESERVATION","PINON HILLS","CA"
"1","HISTORIC PRESERVATION","SINSON BEACH","CA"
"2","GENERAL MUSEUM","WESTMINSTER","CA"
"1","HISTORIC PRESERVATION","LIVE OAK","CA"
"1","HISTORY MUSEUM","YUBA CITY","CA"
"1","ART MUSEUM","TAFT","CA"
"1","HISTORIC PRESERVATION","TEHACHAPI","CA"
"3","GENERAL MUSEUM","TEHACHAPI","CA"
"1","HISTORY MUSEUM","ROSEVILLE","CA"
"1","CHILDREN'S MUSEUM","TEMECULA","CA"
"1","GENERAL MUSEUM","TRINIDAD","CA"
