"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"2","HISTORIC PRESERVATION","WEAVERVILLE","CA"
"1","HISTORIC PRESERVATION","TRINIDAD","CA"
"2","HISTORIC PRESERVATION","TULARE","CA"
"1","ART MUSEUM","LONGBEACH","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","RIVERSIDE","CA"
"1","ART MUSEUM","VISTA","CA"
"1","HISTORY MUSEUM","VALLEJO","CA"
"1","CHILDREN'S MUSEUM","DUBLIN","CA"
"1","GENERAL MUSEUM","N HOLLYWOOD","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","VICTORVILLE","CA"
"2","ART MUSEUM","MONTEREY PARK","CA"
"1","GENERAL MUSEUM","VALENCIA","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","COTO DE CAZA","CA"
"2","HISTORIC PRESERVATION","WASCO","CA"
"1","ART MUSEUM","SARATOGA","CA"
"1","GENERAL MUSEUM","AZUSA","CA"
"1","HISTORY MUSEUM","SHERMAN OAKS","CA"
"1","HISTORIC PRESERVATION","WHISKEYTOWN","CA"
"1","HISTORY MUSEUM","WHITTIER","CA"
"1","ART MUSEUM","RANCHO CUCAMOGO","CA"
"1","HISTORIC PRESERVATION","ORANGE COVE","CA"
"1","HISTORIC PRESERVATION","WILTON","CA"
"1","HISTORIC PRESERVATION","WINCHESTER","CA"
"1","ART MUSEUM","WINTERS","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","LODI","CA"
"1","GENERAL MUSEUM","BALDWIN PARK","CA"
"25","GENERAL MUSEUM","DENVER","CO"
"1","GENERAL MUSEUM","DOLORES","CO"
"1","ART MUSEUM","SNOWMASS VILL","CO"
"2","GENERAL MUSEUM","WESTMINSTER","CO"
"1","HISTORIC PRESERVATION","SPRINGFIELD","CO"
"1","GENERAL MUSEUM","EAST LA JUNTA","CO"
"5","HISTORIC PRESERVATION","PUEBLO","CO"
"1","HISTORIC PRESERVATION","BEULAH","CO"
"5","GENERAL MUSEUM","LONGMONT","CO"
"8","HISTORIC PRESERVATION","BOULDER","CO"
"4","GENERAL MUSEUM","GEORGETOWN","CO"
"3","HISTORIC PRESERVATION","BRECKENRIDGE","CO"
"1","GENERAL MUSEUM","BRUSH","CO"
"3","HISTORY MUSEUM","GOLDEN","CO"
"6","GENERAL MUSEUM","BOULDER","CO"
"5","GENERAL MUSEUM","EVERGREEN","CO"
"3","ART MUSEUM","COLORADO SPRINGS","CO"
"3","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","DENVER","CO"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","COLORADO SPRINGS","CO"
"1","NATURAL HISTORY MUSEUM","PAGOSA SPGS","CO"
"1","CHILDREN'S MUSEUM","BOULDER","CO"
"2","HISTORY MUSEUM","COLORADO SPGS","CO"
"1","HISTORY MUSEUM","CANON CITY","CO"
"2","GENERAL MUSEUM","WINDSOR","CO"
"2","GENERAL MUSEUM","CORTEZ","CO"
"1","HISTORIC PRESERVATION","FRASER","CO"
"2","HISTORIC PRESERVATION","MARBLE","CO"
"2","GENERAL MUSEUM","CANON CITY","CO"
"1","HISTORIC PRESERVATION","EAGLE","CO"
"6","GENERAL MUSEUM","ESTES PARK","CO"
"1","HISTORIC PRESERVATION","JULESBURG","CO"
"2","HISTORIC PRESERVATION","FOWLER","CO"
"1","ART MUSEUM","PAGOSA SPRING","CO"
"1","ART MUSEUM","CANON CITY","CO"
"2","HISTORIC PRESERVATION","GEORGETOWN","CO"
"2","HISTORIC PRESERVATION","GRAND LAKE","CO"
"3","HISTORIC PRESERVATION","CEDAREDGE","CO"
"2","HISTORIC PRESERVATION","MOSCA","CO"
"1","HISTORIC PRESERVATION","CLARK","CO"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LOVELAND","CO"
"2","HISTORIC PRESERVATION","MANITOU SPRINGS","CO"
"1","HISTORIC PRESERVATION","OAK CREEK","CO"
"2","HISTORIC PRESERVATION","HOTCHKISS","CO"
"1","HISTORY MUSEUM","GEORGETOWN","CO"
"1","HISTORIC PRESERVATION","WALSENBURG","CO"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GRAND JCT","CO"
"1","GENERAL MUSEUM","LA JUNTA","CO"
"1","HISTORIC PRESERVATION","DURANGO","CO"
"1","HISTORIC PRESERVATION","LIMON","CO"
"2","ART MUSEUM","LOVELAND","CO"
"1","HISTORIC PRESERVATION","MANITOU SPGS","CO"
"1","HISTORIC PRESERVATION","MESA VERDE","CO"
"1","HISTORIC PRESERVATION","MONUMENT","CO"
"1","HISTORIC PRESERVATION","ALMA","CO"
"1","GENERAL MUSEUM","LAKE FOREST","CO"
"1","GENERAL MUSEUM","WALSENBURG","CO"
"2","GENERAL MUSEUM","ENGLEWOOD","CO"
"1","HISTORY MUSEUM","GRAND JCT","CO"
"1","HISTORIC PRESERVATION","NEW CASTLE","CO"
"1","HISTORY MUSEUM","LA JUNTA","CO"
"2","GENERAL MUSEUM","FAIRPLAY","CO"
"1","HISTORIC PRESERVATION","GROVER","CO"
"1","HISTORIC PRESERVATION","HOLYOKE","CO"
"1","HISTORIC PRESERVATION","LAS ANIMAS","CO"
"1","GENERAL MUSEUM","RANGELY","CO"
"1","HISTORIC PRESERVATION","RIFLE","CO"
"1","NATURAL HISTORY MUSEUM","AURORA","CO"
"1","HISTORIC PRESERVATION","FORT LUPTON","CO"
"1","HISTORIC PRESERVATION","ARBOLES","CO"
"1","HISTORY MUSEUM","TELLURIDE","CO"
"2","GENERAL MUSEUM","MONTROSE","CO"
"1","HISTORIC PRESERVATION","WOODLAND PARK","CO"
"1","GENERAL MUSEUM","AKRON","CO"
"1","ART MUSEUM","RIDGWAY","CO"
"1","HISTORIC PRESERVATION","HOWARD","CO"
"1","HISTORIC PRESERVATION","WESTMINSTER","CO"
"1","HISTORIC PRESERVATION","WETMORE","CO"
"1","GENERAL MUSEUM","ELBERT","CO"
"1","CHILDREN'S MUSEUM","LAFAYETTE","CO"
"1","HISTORIC PRESERVATION","NORWOOD","CO"
"1","GENERAL MUSEUM","YUMA","CO"
"4","HISTORIC PRESERVATION","WATERBURY","CT"
"1","HISTORIC PRESERVATION","BRIDGEPORT","CT"
"1","ART MUSEUM","WILLIMANTIC","CT"
"1","HISTORY MUSEUM","WILTON","CT"
"1","HISTORY MUSEUM","WINSTED","CT"
"1","GENERAL MUSEUM","NEWINGTON","CT"
"2","GENERAL MUSEUM","WEST HARTFORD","CT"
"2","HISTORIC PRESERVATION","WOODBRIDGE","CT"
"4","HISTORIC PRESERVATION","ENFIELD","CT"
"1","HISTORIC PRESERVATION","EAST CANAAN","CT"
"1","HISTORIC PRESERVATION","BERLIN","CT"
"2","HISTORIC PRESERVATION","EASTON","CT"
"1","HISTORIC PRESERVATION","COLLINSVILLE","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","AVON","CT"
"3","GENERAL MUSEUM","NORWALK","CT"
"3","HISTORIC PRESERVATION","WOODSTOCK","CT"
"1","HISTORIC PRESERVATION","CHESTER","CT"
"5","HISTORIC PRESERVATION","RIDGEFIELD","CT"
"1","HISTORY MUSEUM","CANAAN","CT"
"1","HISTORY MUSEUM","ESSEX","CT"
"1","HISTORIC PRESERVATION","CROMWELL","CT"
"2","ART MUSEUM","NEW LONDON","CT"
"1","HISTORIC PRESERVATION","DARIEN","CT"
"1","GENERAL MUSEUM","ROXBURY","CT"
"2","HISTORIC PRESERVATION","TRUMBULL","CT"
"2","GENERAL MUSEUM","MYSTIC","CT"
"2","HISTORIC PRESERVATION","ANSONIA","CT"
"1","HISTORIC PRESERVATION","DURHAM","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WESTPORT","CT"
"1","HISTORIC PRESERVATION","EAST GRANBY","CT"
"1","HISTORIC PRESERVATION","EAST LYME","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WETHERSFIELD","CT"
"2","GENERAL MUSEUM","HAMDEN","CT"
"3","HISTORIC PRESERVATION","ESSEX","CT"
"1","CHILDREN'S MUSEUM","NEWTOWN","CT"
"1","GENERAL MUSEUM","MIDDLEBURY","CT"
"2","GENERAL MUSEUM","EAST HARTFORD","CT"
"1","HISTORIC PRESERVATION","HADLYME","CT"
"1","HISTORY MUSEUM","NEW HAVEN","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","REDDING","CT"
"1","HISTORIC PRESERVATION","WATERTOWN","CT"
"1","NATURAL HISTORY MUSEUM","WASHINGTON","CT"
"1","HISTORY MUSEUM","GREENWICH","CT"
"1","HISTORY MUSEUM","EAST HAMPTON","CT"
"3","HISTORIC PRESERVATION","NORFOLK","CT"
"1","HISTORIC PRESERVATION","DANIELSON","CT"
"1","HISTORIC PRESERVATION","LITCHFIELD","CT"
"1","GENERAL MUSEUM","TERRYVILLE","CT"
"4","ART MUSEUM","NEW HAVEN","CT"
"1","HISTORIC PRESERVATION","STORRS","CT"
"2","HISTORY MUSEUM","HARTFORD","CT"
"1","ART MUSEUM","MARLBOROUGH","CT"
"1","HISTORIC PRESERVATION","MIDDLEBURY","CT"
"1","HISTORIC PRESERVATION","MORRIS","CT"
"1","GENERAL MUSEUM","GLASTONBURY","CT"
"1","GENERAL MUSEUM","NEW MILFORD","CT"
"1","GENERAL MUSEUM","IVORYTON","CT"
"1","ART MUSEUM","MYSTIC","CT"
"1","HISTORIC PRESERVATION","EAST HADDAM","CT"
"1","HISTORIC PRESERVATION","NAUGATUCK","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","BURLINGTON","CT"
"3","HISTORIC PRESERVATION","NEWINGTON","CT"
"1","CHILDREN'S MUSEUM","BOTSFORD","CT"
"1","GENERAL MUSEUM","NORTH HAVEN","CT"
"1","GENERAL MUSEUM","STAFFORD SPRINGS","CT"
"1","CHILDREN'S MUSEUM","LITCHFIELD","CT"
"1","GENERAL MUSEUM","NORWICH","CT"
"1","CHILDREN'S MUSEUM","HAMDEN","CT"
"1","GENERAL MUSEUM","BETHLEHEM","CT"
"1","HISTORIC PRESERVATION","PLYMOUTH","CT"
"1","HISTORIC PRESERVATION","POMFRET CENTER","CT"
"1","ART MUSEUM","KENT","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CANTON","CT"
"1","HISTORIC PRESERVATION","SHERMAN","CT"
"2","HISTORIC PRESERVATION","SOUTHBURY","CT"
"2","CHILDREN'S MUSEUM","NORWALK","CT"
"1","HISTORIC PRESERVATION","TARIFFVILLE","CT"
"1","ART MUSEUM","FAIRFILED","CT"
"1","HISTORIC PRESERVATION","TOLLAND","CT"
"2","HISTORIC PRESERVATION","TORRINGTON","CT"
"1","GENERAL MUSEUM","ESSEX","CT"
"1","GENERAL MUSEUM","UNIONVILLE","CT"
"1","HISTORY MUSEUM","WILLIMANTIC","CT"
"23","ART MUSEUM","WASHINGTON","DC"
"39","HISTORIC PRESERVATION","WASHINGTON","DC"
"1","HISTORIC PRESERVATION","WASHINGTOND","DC"
"3","HISTORIC PRESERVATION","GREENWOOD","DE"
"3","ART MUSEUM","DOVER","DE"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","WILMINGTON","DE"
"1","HISTORIC PRESERVATION","BRIDGEVILLE","DE"
"14","HISTORIC PRESERVATION","WILMINGTON","DE"
"1","HISTORY MUSEUM","CLAYMONT","DE"
"1","NATURAL HISTORY MUSEUM","NEWARK","DE"
"1","HISTORY MUSEUM","DOVER","DE"
"1","HISTORIC PRESERVATION","GRENVILLE","DE"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NASSAU","DE"
"1","NATURAL HISTORY MUSEUM","GREENVILLE","DE"
"1","HISTORIC PRESERVATION","FELTON","DE"
"2","ART MUSEUM","NEWARK","DE"
"2","HISTORIC PRESERVATION","LEWES","DE"
"1","GENERAL MUSEUM","HARRINGTON","DE"
"1","ART MUSEUM","WINTERTHUR","DE"
"1","HISTORIC PRESERVATION","OCEAN VIEW","DE"
"1","HISTORY MUSEUM","LEWES","DE"
"1","HISTORIC PRESERVATION","REHOBOTH","DE"
"1","HISTORIC PRESERVATION","SEAFORD","DE"
"1","HISTORIC PRESERVATION","REHOBOTH BEACH","DE"
"1","GENERAL MUSEUM","LEWES","DE"
"1","HISTORY MUSEUM","ORLANDO","FL"
"6","ART MUSEUM","TALLAHASSEE","FL"
"16","ART MUSEUM","MIAMI","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CPE CANAVERAL","FL"
"2","HISTORY MUSEUM","GAINESVILLE","FL"
"6","ART MUSEUM","JACKSONVILLE","FL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TALLAHASSEE","FL"
"1","HISTORIC PRESERVATION","CENTURY","FL"
"6","GENERAL MUSEUM","CORAL GABLES","FL"
"2","GENERAL MUSEUM","FERNANDINA","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","EAST POINT","FL"
"2","HISTORY MUSEUM","DESTIN","FL"
"1","ART MUSEUM","WEST PALM BEA","FL"
"8","ART MUSEUM","SARASOTA","FL"
"2","GENERAL MUSEUM","DAYTONA BEACH","FL"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","COCOA","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BIG PINE KEY","FL"
"2","GENERAL MUSEUM","SANIBEL","FL"
"1","GENERAL MUSEUM","BAKER","FL"
"2","GENERAL MUSEUM","PALATKA","FL"
"5","HISTORY MUSEUM","MIAMI","FL"
"2","HISTORIC PRESERVATION","JAX BCH","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PEMBROKE PINES","FL"
"1","HISTORIC PRESERVATION","OCHOPEE","FL"
"5","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MIAMI","FL"
"1","CHILDREN'S MUSEUM","BOCA RATON","FL"
"4","ART MUSEUM","MELBOURNE","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","COCOA","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","DAVIE","FL"
"13","HISTORIC PRESERVATION","JACKSONVILLE","FL"
"8","GENERAL MUSEUM","GAINESVILLE","FL"
"1","GENERAL MUSEUM","CEDAR KEY","FL"
"6","HISTORIC PRESERVATION","ORLANDO","FL"
"3","HISTORY MUSEUM","TAMPA","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SANFORD","FL"
"6","GENERAL MUSEUM","PENSACOLA","FL"
"2","CHILDREN'S MUSEUM","TAMPA","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CAPE CORAL","FL"
"1","HISTORIC PRESERVATION","MARIANNA","FL"
"4","GENERAL MUSEUM","NAPLES","FL"
"4","GENERAL MUSEUM","ST AUGUSTINE","FL"
"7","ART MUSEUM","TAMPA","FL"
"2","HISTORIC PRESERVATION","CHIPLEY","FL"
"1","GENERAL MUSEUM","ZOLFO SPRINGS","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BOCA RATON","FL"
"7","HISTORIC PRESERVATION","BRADENTON","FL"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","LAKE BUENA VISTA","FL"
"1","HISTORIC PRESERVATION","NEWBERRY","FL"
"1","GENERAL MUSEUM","COCOA BEACH","FL"
"1","HISTORY MUSEUM","FT MYERS BCH","FL"
"4","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ORLANDO","FL"
"1","ART MUSEUM","SANFORD","FL"
"1","HISTORIC PRESERVATION","LAUREL HILL","FL"
"1","HISTORY MUSEUM","PALM COAST","FL"
"2","GENERAL MUSEUM","LAKELAND","FL"
"3","HISTORIC PRESERVATION","INDIAN ROCKS BEACH","FL"
"10","HISTORIC PRESERVATION","TALLAHASSEE","FL"
"4","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","KEY WEST","FL"
"1","HISTORIC PRESERVATION","JUNO BEACH","FL"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","GAINESVILLE","FL"
"6","ART MUSEUM","GAINESVILLE","FL"
"1","HISTORIC PRESERVATION","CHRISTMAS","FL"
"1","HISTORY MUSEUM","BOCA RATON","FL"
"3","GENERAL MUSEUM","STUART","FL"
"3","HISTORIC PRESERVATION","SAINT AUGUSTINE","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","HOLLYWOOD","FL"
"2","NATURAL HISTORY MUSEUM","DANIA BEACH","FL"
"1","HISTORIC PRESERVATION","NORTH MIAMI","FL"
"1","HISTORIC PRESERVATION","UMATILLA","FL"
"1","HISTORIC PRESERVATION","BRISTOL","FL"
"1","NATURAL HISTORY MUSEUM","BOCA RATON","FL"
"3","ART MUSEUM","DAYTONA BEACH","FL"
"1","HISTORIC PRESERVATION","HAWTHORNE","FL"
"1","ART MUSEUM","CLEARWATER","FL"
"1","HISTORY MUSEUM","PALM BEACH","FL"
"1","HISTORIC PRESERVATION","GOTHA","FL"
"1","HISTORIC PRESERVATION","FLAGLER BEACH","FL"
"2","ART MUSEUM","SEBRING","FL"
"2","GENERAL MUSEUM","PALMETTO","FL"
"1","HISTORIC PRESERVATION","PORT SALERNO","FL"
"1","HISTORIC PRESERVATION","OCALA","FL"
"1","HISTORIC PRESERVATION","SANTA ROSA BEACH","FL"
"1","HISTORIC PRESERVATION","PANAMA CITY","FL"
"1","HISTORIC PRESERVATION","INTERLACHEN","FL"
"2","HISTORIC PRESERVATION","TAVARES","FL"
"1","GENERAL MUSEUM","IMMOKALEE","FL"
"1","GENERAL MUSEUM","FORT WALTON BEACH","FL"
"2","GENERAL MUSEUM","SAINT PETERSBURG","FL"
"1","HISTORIC PRESERVATION","SUN CITY CENTER","FL"
"1","HISTORIC PRESERVATION","JAY","FL"
"1","HISTORIC PRESERVATION","HOBE SOUND","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","KENNEDY SPACE CENTER","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GAINESVILLE","FL"
"1","ART MUSEUM","NEPTUNE BEACH","FL"
"1","HISTORY MUSEUM","LABELLE","FL"
"1","HISTORIC PRESERVATION","PALM BEACH GARDENS","FL"
"1","HISTORY MUSEUM","PARKLAND","FL"
"1","HISTORY MUSEUM","FORT MYERS","FL"
"1","ART MUSEUM","TARPON SPGS","FL"
"2","GENERAL MUSEUM","MELBOURNE","FL"
"2","GENERAL MUSEUM","PORT ORANGE","FL"
"8","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MIAMI","FL"
"2","HISTORIC PRESERVATION","BOYNTON BEACH","FL"
"2","HISTORIC PRESERVATION","MAITLAND","FL"
"1","GENERAL MUSEUM","PANAMA CITY","FL"
"1","CHILDREN'S MUSEUM","MARCO ISLAND","FL"
"2","HISTORIC PRESERVATION","MARCO ISLAND","FL"
"1","GENERAL MUSEUM","NEW SMYRNA","FL"
"1","HISTORY MUSEUM","OCALA","FL"
"1","CHILDREN'S MUSEUM","MIAMI","FL"
"1","HISTORY MUSEUM","SEBRING","FL"
"4","GENERAL MUSEUM","MOUNT DORA","FL"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","TAMPA","FL"
"1","HISTORIC PRESERVATION","MOUNT DORA","FL"
"1","GENERAL MUSEUM","MULBERRY","FL"
"2","GENERAL MUSEUM","APOPKA","FL"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","DAYTONA BEACH","FL"
"1","GENERAL MUSEUM","RIVIERA BEACH","FL"
"1","GENERAL MUSEUM","SANFORD","FL"
"1","GENERAL MUSEUM","ST JAMES CITY","FL"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","NAPLES","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TITUSVILLE","FL"
"1","HISTORIC PRESERVATION","HAINES CITY","FL"
"1","GENERAL MUSEUM","LAND O LAKES","FL"
"1","HISTORIC PRESERVATION","ORANGE CITY","FL"
"1","ART MUSEUM","ORMOND BEACH","FL"
"2","HISTORIC PRESERVATION","OVIEDO","FL"
"2","ART MUSEUM","LAKE WORTH","FL"
"1","GENERAL MUSEUM","PALM BEACH","FL"
"1","NATURAL HISTORY MUSEUM","FT LAUDERDALE","FL"
"1","HISTORIC PRESERVATION","PALM COAST","FL"
"2","HISTORIC PRESERVATION","PALMETTO","FL"
"1","HISTORIC PRESERVATION","BLOUNTSTOWN","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PUNTA GORDA","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PENSACOLA","FL"
"1","NATURAL HISTORY MUSEUM","RICHFLD SPGS","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","ST PETERSBURG","FL"
"2","HISTORIC PRESERVATION","BARTOW","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","JUPITER","FL"
"1","HISTORY MUSEUM","DELAND","FL"
"1","HISTORIC PRESERVATION","WINTER PARK","FL"
"1","HISTORIC PRESERVATION","SANIBEL","FL"
"1","GENERAL MUSEUM","TALLEVAST","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CORAL SPRINGS","FL"
"1","CHILDREN'S MUSEUM","BOYNTON BEACH","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PANAMA CITY","FL"
"1","NATURAL HISTORY MUSEUM","BRADENTON","FL"
"1","HISTORY MUSEUM","FLORIDA CITY","FL"
"1","HISTORY MUSEUM","DEERFIELD BEACH","FL"
"1","HISTORY MUSEUM","NAPLES","FL"
"1","HISTORIC PRESERVATION","SOUTHWEST RANCHES","FL"
"1","HISTORIC PRESERVATION","DESTIN","FL"
"1","GENERAL MUSEUM","TARPON SPRING","FL"
"1","GENERAL MUSEUM","WHITE SPRINGS","FL"
"1","HISTORIC PRESERVATION","TAMARAC","FL"
"1","GENERAL MUSEUM","MADISON","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EUSTIS","FL"
"1","GENERAL MUSEUM","WINTER HAVEN","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TAMPA","FL"
"1","GENERAL MUSEUM","VENICE","FL"
"1","HISTORIC PRESERVATION","FT WALTON BEACH","FL"
"1","GENERAL MUSEUM","LOXAHATCHEE","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PANAMA CITY BEACH","FL"
"1","HISTORIC PRESERVATION","TWIN CITY","GA"
"10","ART MUSEUM","SAVANNAH","GA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ALPHARETTA","GA"
"2","HISTORIC PRESERVATION","ANDERSONVILLE","GA"
"1","HISTORIC PRESERVATION","BAXLEY","GA"
"2","HISTORIC PRESERVATION","ATHENS","GA"
"5","GENERAL MUSEUM","AUGUSTA","GA"
"1","HISTORIC PRESERVATION","MARTINEZ","GA"
"1","HISTORY MUSEUM","AUGUSTA","GA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","JOHNS CREEK","GA"
"1","GENERAL MUSEUM","WINDER","GA"
"1","HISTORY MUSEUM","CARTERSVILLE","GA"
"1","HISTORY MUSEUM","CUMMING","GA"
"3","GENERAL MUSEUM","GAINESVILLE","GA"
"3","GENERAL MUSEUM","KENNESAW","GA"
"4","ART MUSEUM","AUGUSTA","GA"
"1","ART MUSEUM","GAINESVILLE","GA"
"6","HISTORIC PRESERVATION","MARIETTA","GA"
"1","NATURAL HISTORY MUSEUM","NEWNAN","GA"
"1","HISTORIC PRESERVATION","WAYNESBORO","GA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PINE MOUNTAIN","GA"
"4","HISTORIC PRESERVATION","CANTON","GA"
"2","HISTORIC PRESERVATION","RINGGOLD","GA"
"1","HISTORIC PRESERVATION","SUMMERVILLE","GA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","ALBANY","GA"
"1","HISTORIC PRESERVATION","STOCKBRIDGE","GA"
"3","HISTORIC PRESERVATION","BRUNSWICK","GA"
"1","HISTORIC PRESERVATION","COMER","GA"
"1","GENERAL MUSEUM","TOCCOA","GA"
"2","HISTORIC PRESERVATION","TRENTON","GA"
"1","GENERAL MUSEUM","THOMASVILLE","GA"
"1","HISTORY MUSEUM","BLAKELY","GA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GAINESVILLE","GA"
"1","HISTORIC PRESERVATION","ELBERTON","GA"
"1","HISTORIC PRESERVATION","ELLAVILLE","GA"
"2","HISTORIC PRESERVATION","EUHARLEE","GA"
"1","HISTORIC PRESERVATION","ROCKMART","GA"
"1","GENERAL MUSEUM","BLUE RIDGE","GA"
"1","ART MUSEUM","VALDOSTA","GA"
"1","GENERAL MUSEUM","LITHONIA","GA"
"2","HISTORIC PRESERVATION","MONTEZUMA","GA"
"1","GENERAL MUSEUM","DARIEN","GA"
"1","GENERAL MUSEUM","MOUNTAIN CITY","GA"
"3","HISTORY MUSEUM","GAINESVILLE","GA"
"1","HISTORY MUSEUM","MCDONOUGH","GA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ROME","GA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MILLEDGEVILLE","GA"
"1","HISTORY MUSEUM","ATHENS","GA"
"1","GENERAL MUSEUM","DECATUR","GA"
"1","HISTORIC PRESERVATION","RINCON","GA"
"3","GENERAL MUSEUM","VIENNA","GA"
"3","HISTORIC PRESERVATION","GAINESVILLE","GA"
"1","GENERAL MUSEUM","DALTON","GA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CORDELE","GA"
"2","ART MUSEUM","ELLIJAY","GA"
"1","GENERAL MUSEUM","GRIFFIN","GA"
"1","HISTORY MUSEUM","LAWRENCEVILLE","GA"
"2","HISTORIC PRESERVATION","TALLAPOOSA","GA"
"1","HISTORIC PRESERVATION","HAZLEHURST","GA"
"2","HISTORIC PRESERVATION","COMMERCE","GA"
"1","HISTORIC PRESERVATION","ALMA","GA"
"2","HISTORIC PRESERVATION","MONROE","GA"
"1","ART MUSEUM","PERRY","GA"
"1","CHILDREN'S MUSEUM","GAINESVILLE","GA"
"1","HISTORIC PRESERVATION","JULIETTE","GA"
"1","HISTORIC PRESERVATION","PLAINS","GA"
"1","CHILDREN'S MUSEUM","EAST POINT","GA"
"2","HISTORIC PRESERVATION","KENNESAW","GA"
"3","HISTORY MUSEUM","SAVANNAH","GA"
"2","ART MUSEUM","LAGRANGE","GA"
"1","HISTORIC PRESERVATION","DUBLIN","GA"
"1","GENERAL MUSEUM","MORELAND","GA"
"2","ART MUSEUM","MARIETTA","GA"
"2","ART MUSEUM","MADISON","GA"
"1","GENERAL MUSEUM","MADISON","GA"
"2","HISTORY MUSEUM","MARIETTA","GA"
"1","GENERAL MUSEUM","MOUNT BERRY","GA"
"1","HISTORIC PRESERVATION","GREENVILLE","GA"
"1","HISTORIC PRESERVATION","FORSYTH","GA"
"1","GENERAL MUSEUM","MONROE","GA"
"1","HISTORIC PRESERVATION","MORELAND","GA"
"1","HISTORIC PRESERVATION","MADISON","GA"
"1","GENERAL MUSEUM","MORROW","GA"
"1","NATURAL HISTORY MUSEUM","MILLEDGEVILLE","GA"
"1","HISTORY MUSEUM","NORCROSS","GA"
"2","HISTORIC PRESERVATION","CONYERS","GA"
